C C
C1CS[N-]CN1 C1CS[N-][CH2:1]N1
C1CS[N-]CN1 C1C[NH:1]C[N-]S1
C1CS[N-]CN1 C1C[NH:1][CH2:1][N-]S1
C1CS[N-]CN1 C1C[S:1][N-]CN1
C1C[NH2+]1 C1C[NH2+:1]1
C1C[NH2+]1 C1[NH2+][CH2:1]1
C1C[NH2+]C1 C1C[CH2:1][NH2+]1
C1C[NH2+]C1 C1C[NH2+:1]C1
C1C[NH2+]C1 C1[NH2+]C[CH2:1]1
C1C[NH2+]CCN1 C1C[NH2+:1]CCN1
C1C[NH2+]CCN1 C1C[NH2+:1][CH2:1]CN1
C1C[NH2+]CCN1 C1C[NH2+]C[CH2:1]N1
C1C[NH2+]CCN1 C1C[NH2+][CH2:1]CN1
C1C[NH2+]CCN1 C1C[NH2+][CH2:1][CH2:1]N1
C1C[NH2+]CCN1 C1C[NH:1]CC[NH2+]1
C1C[NH2+]CCN1 C1C[NH:1][CH2:1]C[NH2+]1
C1C[NH2+]CCNCC[NH2+]CCNCC[NH2+]CCN1 C1C[NH2+]CCNCC[NH2+]CC[NH:1]CC[NH2+]CCN1
C1C[NH2+]CCNN1 C1C[NH2+]C[CH2:1]NN1
C1C[NH2+]CCOC1 C1COCC[CH2:1][NH2+]1
C1C[NH2+]CCOC1 C1COCC[NH2+:1]C1
C1C[NH2+]CCOC1 C1COC[CH2:1]C[NH2+]1
C1C[NH2+]CCOC1 C1CO[CH2:1]CC[NH2+]1
C1C[NH2+]CCOC1 C1CO[CH2:1][CH2:1]C[NH2+]1
C1C[NH2+]CCOC1 C1C[NH2+]C[CH2:1]OC1
C1C[NH2+]CCSC1 C1CSCC[CH2:1][NH2+]1
C1C[NH2+]CCSC1 C1CSCC[NH2+:1]C1
C1C[NH2+]CCSC1 C1CSC[CH2:1]C[NH2+]1
C1C[NH2+]CCSC1 C1CS[CH2:1]CC[NH2+]1
C1C[NH2+]CCSC1 C1C[NH2+][CH2:1]CSC1
C1C[NH2+]CC[NH2+]1 C1C[NH2+:1]CC[NH2+]1
C1C[NH2+]CC[NH2+]1 C1C[NH2+][CH2:1]C[NH2+]1
C1C[NH2+]CC[NH2+]C1 C1C[NH2+]CC[NH2+:1]C1
C1C[NH2+]CN1 C1C[NH2+:1]CN1
C1C[NH2+]CN1 C1C[NH2+:1][CH2:1]N1
C1C[NH2+]CN1 C1C[NH2+][CH2:1]N1
C1C[NH2+]CN1 C1C[NH:1]C[NH2+]1
C1C[NH2+]CN1 C1NC[CH2:1][NH2+]1
C1C[NH2+]CN1 C1N[CH2:1]C[NH2+]1
C1C[NH2+]COC1 C1COC[NH2+:1]C1
C1C[NH2+]COC1 C1C[CH2:1]OC[NH2+]1
C1C[NH2+]COC1 C1[NH2+]C[CH2:1]CO1
C1C[NH2+]COC1 C1[NH2+]C[CH2:1][CH2:1]O1
C1C[NH2+]CSC1 C1C[CH2:1]SC[NH2+]1
C1C[NH2+]C[NH2+]1 C1C[NH2+][CH2:1][NH2+]1
C1C[NH2+]SN1 C1C[NH:1]S[NH2+]1
C1N=N1 N1=N[CH2:1]1
C1N=NCN1 C1N=NC[NH:1]1
C1N=NCN1 C1N=N[CH2:1]N1
C1N=NCN1 C1N=N[CH2:1][NH:1]1
C1N=NCO1 C1N=N[CH2:1]O1
C1N=NCS1 C1N=N[CH2:1]S1
C1N=NN=N1 N1=N[CH2:1]N=N1
C1N=NNN1 C1N=NN[NH:1]1
C1N=NNN1 N1=N[CH2:1]NN1
C1N=NNN1 N1=N[CH2:1][NH:1]N1
C1N=NN[NH2+]1 C1N=N[NH:1][NH2+]1
C1N=[NH+]CN1 C1N=[NH+]C[NH:1]1
C1N=[NH+]CN1 C1N=[NH+][CH2:1]N1
C1N=[NH+]CN1 C1N[CH2:1]N=[NH+]1
C1N=[NH+]CO1 C1N=[NH+][CH2:1]O1
C1N=[NH+]CO1 C1[NH+]=N[CH2:1]O1
C1N=[NH+]CS1 C1N=[NH+][CH2:1]S1
C1N=[NH+]CS1 C1[NH+]=N[CH2:1]S1
C1NCN1 C1NC[NH:1]1
C1NCNCN1 C1NCN[CH2:1]N1
C1NCNCN1 C1NC[NH:1]CN1
C1NCNCN1 C1NC[NH:1][CH2:1]N1
C1NCNN1 C1NC[NH:1]N1
C1NCNN1 C1NC[NH:1][NH:1]1
C1NCNN1 C1NNC[NH:1]1
C1NCNN1 C1NN[CH2:1]N1
C1NCNN1 C1NN[CH2:1][NH:1]1
C1NCOCN1 C1NCO[CH2:1]N1
C1NCON1 C1NC[NH:1]O1
C1NCON1 C1NO[CH2:1]N1
C1NCON1 C1N[CH2:1]NO1
C1NCSCN1 C1NCS[CH2:1]N1
C1NCSCN1 C1NC[NH:1]CS1
C1NCSCN1 C1NC[NH:1][CH2:1]S1
C1NCSC[NH2+]1 C1N[CH2:1]SC[NH2+]1
C1NCSC[NH2+]1 C1[NH2+]C[NH:1]CS1
C1NCSC[NH2+]1 C1[NH2+]C[NH:1][CH2:1]S1
C1NCSS1 C1N[CH2:1]SS1
C1NCSS1 C1SSC[NH:1]1
C1NC[NH2+]CN1 C1NC[NH2+:1]CN1
C1NC[NH2+]CN1 C1NC[NH:1]C[NH2+]1
C1NN1 C1N[NH:1]1
C1NN1 N1N[CH2:1]1
C1NN=NN1 C1NN=N[NH:1]1
C1NN=NN1 N1=NN[CH2:1]N1
C1NN=NN1 N1=N[NH:1][CH2:1]N1
C1NN=NS1 C1SN=N[NH:1]1
C1NNCNN1 C1NNC[NH:1]N1
C1NNCNN1 C1NN[CH2:1]NN1
C1NNCO1 C1NN[CH2:1]O1
C1NNCO1 C1N[NH:1]CO1
C1NNCS1 C1NN[CH2:1]S1
C1NNCS1 C1N[NH:1]CS1
C1NNCS1 C1N[NH:1][CH2:1]S1
C1NNC[NH2+]1 C1NNC[NH2+:1]1
C1NNC[NH2+]1 C1NN[CH2:1][NH2+:1]1
C1NNC[NH2+]1 C1NN[CH2:1][NH2+]1
C1NNC[NH2+]1 C1N[NH:1]C[NH2+]1
C1NNC[NH2+]1 C1[NH2+]C[NH:1][NH:1]1
C1NNN=[NH+]1 C1[NH+]=NN[NH:1]1
C1NNN=[NH+]1 N1=[NH+][CH2:1]NN1
C1NNN=[NH+]1 N1=[NH+][CH2:1][NH:1]N1
C1NN[NH2+]N1 C1N[NH2+]N[NH:1]1
C1NOCNO1 C1NOC[NH:1]O1
C1NOCNO1 C1NO[CH2:1]NO1
C1NOCNO1 C1NO[CH2:1][NH:1]O1
C1NOSN1 C1NO[S:1]N1
C1N[NH2+]1 N1[NH2+][CH2:1]1
C1SCSCS1 C1SCS[CH2:1]S1
C=C C=[CH2:1]
C=N C=[NH:1]
C=N N=[CH2:1]
C=O C=[O:1]
C=O O=[CH2:1]
C=S C=[S:1]
C=S S=[CH2:1]
C=[N-] [N-]=[CH2:1]
C=[NH2+] C=[NH2+:1]
C=[NH2+] [NH2+]=[CH2:1]
CBr Br[CH3:1]
CBr C[Br:1]
CC C[CH3:1]
CCl C[Cl:1]
CCl Cl[CH3:1]
CF C[F:1]
CF F[CH3:1]
CI C[I:1]
CI I[CH3:1]
CN C[NH2:1]
CN N[CH3:1]
CO C[OH:1]
CO O[CH3:1]
CS C[SH:1]
CS S[CH3:1]
C[NH-] C[NH-:1]
C[NH-] [NH-][CH3:1]
C[NH3+] C[NH3+:1]
C[NH3+] [NH3+][CH3:1]
C[O-] C[O-:1]
C[O-] [O-][CH3:1]
N N
N#[NH+] N#[NH+:1]
N#[NH+] [NH+]#[N:1]
N1NNN1 N1N[NH:1]N1
N=N N=[NH:1]
N=O N=[O:1]
N=O O=[NH:1]
N=S N=[S:1]
N=S S=[NH:1]
N=[NH2+] N=[NH2+:1]
N=[NH2+] [NH2+]=[NH:1]
NBr Br[NH2:1]
NCl Cl[NH2:1]
NN N[NH2:1]
NO N[OH:1]
NO O[NH2:1]
NS N[SH:1]
NS S[NH2:1]
N[NH3+] N[NH3+:1]
N[NH3+] [NH3+][NH2:1]
N[O-] N[O-:1]
N[O-] [O-][NH2:1]
O=S O=[S:1]
O=S S=[O:1]
OF O[F:1]
OO O[OH:1]
OS O[SH:1]
OS S[OH:1]
S S
S=S S=[S:1]
SCl Cl[SH:1]
SS S[SH:1]
[N-]=[NH2+] [N-]=[NH2+:1]
[N-]=[NH2+] [NH2+]=[N-:1]
[NH-]N N[NH-:1]
[NH-]N [NH-][NH2:1]
[NH-]O [NH-][OH:1]
[NH-]S S[NH-:1]
[NH-]S [NH-][SH:1]
[NH-][NH3+] [NH-][NH3+:1]
[NH-][NH3+] [NH3+][NH-:1]
[NH2+]=O O=[NH2+:1]
[NH2+]=O [NH2+]=[O:1]
[NH2+]=[NH2+] [NH2+]=[NH2+:1]
[NH3+]F [NH3+][F:1]
[NH3+]O O[NH3+:1]
[NH3+]O [NH3+][OH:1]
[NH3+]S S[NH3+:1]
[NH3+]S [NH3+][SH:1]
[NH3+][O-] [NH3+][O-:1]
[NH3+][O-] [O-][NH3+:1]
[NH4+] [NH4+]
[O-]S [O-][SH:1]
